t,PacPV,Pbat,PacGrid,PacHome,IBat,TBat,VBat,SoC,SoH,FreqIn,FreqOut,nCicli
2025-04-11 02:07:00,10.4912,0.0,4631.12,0.0,0.0,23.2,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:08:00,21.069,0.0,4676.02,0.0,0.0,23.2,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:09:00,0.0,0.0,4670.96,0.0,0.0,23.2,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:10:00,0.0,0.0,4722.1,0.0,0.0,23.2,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:11:00,5.01754,0.0,4793.61,0.0,0.0,23.2,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:12:00,26.0,0.0,4812.84,0.0,0.0,23.2,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:13:00,0.448276,0.0,4764.55,0.0,0.0,23.2,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:14:00,0.0,0.0,4796.98,0.0,0.0,23.2,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:15:00,10.3103,0.0,4787.5,0.0,0.0,23.2,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:16:00,21.4386,0.0,4726.79,0.0,0.0,23.2,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:17:00,0.0,0.0,4731.28,0.0,0.0,23.2,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:18:00,0.0,0.0,4757.22,0.0,0.0,23.2,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:19:00,5.01754,0.0,4733.42,0.0,0.0,23.2,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:20:00,26.0,0.0,4736.1,0.0,0.0,23.2,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:21:00,0.45614,0.0,4796.98,0.0,0.0,23.2,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:22:00,0.0,0.0,5117.12,0.0,0.0,23.1,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:23:00,0.0,0.0,5116.71,0.0,0.0,23.1,53.27,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:24:00,25.0877,0.0,5045.04,0.0,0.0,23.1,53.26,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:25:00,6.72414,0.0,5104.38,0.0,0.0,23.1,53.26,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:26:00,0.0,0.0,4988.88,0.0,0.0,23.1,53.25,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:27:00,0.0,0.0,4993.4,0.0,0.0,23.1,53.24,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:28:00,18.7018,0.0,5031.58,0.0,0.0,23.1,53.24,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:29:00,13.0,0.0,5032.71,0.0,0.0,23.1,53.25,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:30:00,0.0,0.0,5041.4,0.0,0.0,23.1,53.27,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:31:00,0.0,0.0,5035.69,0.0,0.0,23.1,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:32:00,13.4483,0.0,5008.26,0.0,0.0,23.1,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:33:00,18.2456,0.0,5066.25,0.0,0.0,23.1,53.31,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:34:00,0.0,0.0,5070.81,0.0,0.0,23.1,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:35:00,0.0,0.0,4979.0,0.0,0.0,23.1,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:36:00,18.8276,0.0,4988.03,0.0,0.0,23.1,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:37:00,12.1034,0.0,4948.81,0.0,0.0,23.1,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:38:00,0.0,0.0,4956.02,0.0,0.0,23.1,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:39:00,0.0,0.0,4991.91,0.0,0.0,23.1,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:40:00,14.1404,0.0,4930.6,0.0,0.0,23.1,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:41:00,17.0345,0.0,4969.53,0.0,0.0,23.1,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:42:00,0.0,0.0,4812.81,0.0,0.0,23.0,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:43:00,0.0,0.0,4238.02,0.0,0.0,23.0,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:44:00,8.96552,0.0,4248.76,0.0,0.0,23.0,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:45:00,22.807,0.0,4140.12,0.0,0.0,23.0,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:46:00,0.0,0.0,4155.74,0.0,0.0,23.0,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:47:00,0.0,0.0,4613.93,0.0,0.0,23.0,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:48:00,3.58621,0.0,4674.91,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:49:00,26.0,0.0,4594.62,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:50:00,1.82456,0.0,4604.37,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:51:00,0.0,0.0,4664.36,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:52:00,0.0,0.0,4643.18,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:53:00,24.2069,0.0,4692.47,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:54:00,7.29825,0.0,4674.72,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:55:00,0.0,0.0,4612.16,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:56:00,0.0,0.0,4661.83,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:57:00,18.7018,0.0,4595.82,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:58:00,13.0,0.0,4704.95,0.0,0.0,23.0,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 02:59:00,0.0,0.0,4668.95,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:00:00,0.0,0.0,4650.59,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:01:00,13.4483,0.0,4591.29,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:02:00,18.2456,0.0,4703.21,0.0,0.0,22.9,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:03:00,0.0,0.0,4663.88,0.0,0.0,22.9,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:04:00,0.0,0.0,4695.07,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:05:00,7.62069,0.0,4651.31,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:06:00,23.7193,0.0,4546.09,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:07:00,0.0,0.0,4510.03,0.0,0.0,22.9,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:08:00,0.0,0.0,4539.1,0.0,0.0,22.9,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:09:00,1.82456,0.0,4589.26,0.0,0.0,22.9,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:10:00,26.0,0.0,4535.02,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:11:00,3.64912,0.0,4503.16,0.0,0.0,22.9,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:12:00,0.0,0.0,4559.09,0.0,0.0,22.9,53.28,100.0,99.0,0.0,0.0,481.0
